Amsterdamse code,CBS code,Naam,# geldige stemmen,# ongeldige/blanco stemmen,Percentage ongeldige/blanco stemmen,# kiesgerechtigden,Opkomst,Opkomstpercentage,CDA,PvdA,VVD,D66,GL,SGP,GPV,RPF,CD,SP,De Groenen,Vrouwenpartij,Bejaarden Centraal,VCN: partij van communisten in Nederland,Realisten Nederland,Socialistische Arbeiderspartij,Anti Werkloosheid Partij,Politieke Partij voor Ouderen,Vooruitstrevende Minderheden Partij,Partij Democratisch Socialisten,Socialistische Minderheden Partij,Humanistische Partij,Milieu Defensie Partij 2000+,Grote Alliance Partij,Staatkundige Federatie
10707,537,Katwijk,22306,32,"0,14 %",28453,22338,"78,51 %",10596,3444,2128,1046,383,3132,332,1014,111,16,41,11,15,10,17,5,3,0,0,0,2,0,0,0,0
11136,409,Katwoude,158,0,"0,00 %",174,158,"90,80 %",67,22,51,11,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10313,928,Kerkrade,28667,154,"0,54 %",39852,28821,"72,32 %",9981,14390,1722,1021,636,25,83,17,144,342,71,57,97,17,18,21,16,0,9,0,0,0,0,0,0
10791,257,Kerkwijk,3750,13,"0,35 %",4365,3763,"86,21 %",1399,661,364,141,54,995,47,65,7,6,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0
10890,929,Kessel,2485,7,"0,28 %",2940,2492,"84,76 %",1558,541,201,125,41,1,7,2,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10916,258,Kesteren,5469,6,"0,11 %",6453,5475,"84,84 %",1453,1464,475,196,87,1656,37,67,20,2,4,3,0,0,1,1,1,0,2,0,0,0,0,0,0
10628,21,Kloosterburen,1120,3,"0,27 %",1296,1123,"86,65 %",482,391,113,52,47,2,10,8,4,4,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0
10656,804,Klundert,4057,11,"0,27 %",4894,4068,"83,12 %",1960,915,540,230,84,96,53,135,30,1,7,3,0,0,2,1,0,0,0,0,0,0,0,0,0
10984,79,Kollumerland c.a.,7701,30,"0,39 %",8956,7731,"86,32 %",4059,2145,516,271,155,143,186,173,18,6,12,7,0,2,0,5,3,0,0,0,0,0,0,0,0
10914,588,Korendijk,6135,19,"0,31 %",7303,6154,"84,27 %",1676,1577,1097,414,138,1030,51,60,48,3,21,7,2,2,3,3,2,0,1,0,0,0,0,0,0
10250,682,Kortgene,2485,1,"0,04 %",2804,2486,"88,66 %",776,850,452,159,62,128,12,25,12,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10029,540,Koudekerk aan den Rijn,2846,8,"0,28 %",3345,2854,"85,32 %",1252,600,533,236,97,38,13,20,32,7,6,9,2,0,0,1,0,0,0,0,0,0,0,0,0
10859,542,Krimpen aan den IJssel,17046,49,"0,29 %",20470,17095,"83,51 %",4305,5037,2977,1476,453,2041,316,158,156,24,45,15,13,5,17,5,3,0,0,0,0,0,0,0,0
11335,882,Landgraaf,23296,130,"0,56 %",30396,23426,"77,07 %",8109,10743,1787,1232,567,18,50,34,193,290,63,59,73,23,11,20,16,0,8,0,0,0,0,0,0
11225,415,Landsmeer,6043,18,"0,30 %",7068,6061,"85,75 %",1105,2212,1418,750,391,12,15,29,56,6,16,9,1,12,3,3,4,1,0,0,0,0,0,0,0
11413,325,Langbroek,1315,6,"0,46 %",1466,1321,"90,11 %",529,253,153,55,40,208,26,40,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10955,416,Langedijk,9373,21,"0,22 %",11129,9394,"84,41 %",4065,1973,1779,753,405,22,88,121,58,8,52,8,14,13,1,5,3,2,3,0,0,0,0,0,0
10649,417,Laren (NH.),7947,3,"0,04 %",9542,7950,"83,32 %",2784,1384,2625,690,285,15,44,22,27,0,27,11,15,7,3,3,3,1,1,0,0,0,0,0,0
10604,22,Leek,11058,26,"0,24 %",12903,11084,"85,90 %",3199,4148,1502,812,377,35,760,98,35,7,31,10,0,9,28,3,1,0,3,0,0,0,0,0,0
11017,805,Leende,2736,8,"0,29 %",3119,2744,"87,98 %",1794,357,347,162,46,5,2,1,4,5,7,2,1,0,1,2,0,0,0,0,0,0,0,0,0
11050,23,Leens,2271,6,"0,26 %",2618,2277,"86,97 %",696,801,228,82,115,5,292,20,4,4,4,5,0,3,10,0,2,0,0,0,0,0,0,0,0
10685,545,Leerdam,10981,45,"0,41 %",13176,11026,"83,68 %",3393,3499,1654,644,228,820,211,347,125,12,16,9,8,4,2,6,3,0,0,0,0,0,0,0,0
11142,326,Leersum,4529,12,"0,26 %",5181,4541,"87,65 %",1432,992,1176,365,130,262,57,44,34,7,14,3,3,3,2,0,4,0,0,1,0,0,0,0,0
11228,80,Leeuwarden,55602,188,"0,34 %",66832,55790,"83,48 %",12803,27087,6085,4634,2776,122,805,532,221,137,184,89,0,38,34,35,11,0,9,0,0,0,0,0,0
10851,81,Leeuwarderadeel,5993,13,"0,22 %",6735,6006,"89,18 %",1973,2432,710,489,182,14,81,50,8,20,20,7,0,3,1,0,2,0,1,0,0,0,0,0,0
10702,546,Leiden,66494,211,"0,32 %",85164,66705,"78,33 %",14697,25276,10700,7651,4585,311,478,254,666,955,349,99,287,63,18,65,18,0,15,0,7,0,0,0,0
10058,547,Leiderdorp,14095,37,"0,26 %",16819,14132,"84,02 %",4720,3271,3316,1743,481,162,102,64,96,36,55,10,23,2,6,6,2,0,0,0,0,0,0,0,0
10742,548,Leidschendam,20829,70,"0,34 %",25233,20899,"82,82 %",8338,4394,4276,2360,684,66,137,79,236,72,69,38,40,1,21,7,2,0,7,0,2,0,0,0,0
11351,549,Leimuiden,2928,19,"0,65 %",3513,2947,"83,89 %",1606,399,604,162,82,15,10,19,14,2,8,3,1,1,0,1,1,0,0,0,0,0,0,0,0
11110,995,Lelystad,29673,88,"0,30 %",38990,29761,"76,33 %",5990,11915,5256,3268,1452,141,323,242,579,102,181,83,0,51,40,24,18,0,8,0,0,0,0,0,0
10142,82,Lemsterland,7171,21,"0,29 %",8391,7192,"85,71 %",2605,2863,717,405,168,61,43,158,13,3,14,6,0,100,7,3,3,0,2,0,0,0,0,0,0
10978,327,Leusden,16867,48,"0,28 %",19409,16915,"87,15 %",6537,3030,3847,1689,563,278,660,118,55,13,34,14,8,4,9,3,1,0,1,1,1,1,0,0,0
10242,260,Lichtenvoorde,11584,33,"0,28 %",13327,11617,"87,17 %",7360,2290,948,541,335,5,19,5,23,5,21,13,0,0,2,10,1,6,0,0,0,0,0,0,0
10390,806,Liempde,2743,9,"0,33 %",3177,2752,"86,62 %",1664,678,187,135,44,3,4,2,6,10,2,3,0,0,1,1,3,0,0,0,0,0,0,0,0
11093,261,Lienden,4267,22,"0,52 %",5023,4289,"85,39 %",1235,1661,646,172,55,362,30,64,12,6,18,4,0,1,0,1,0,0,0,0,0,0,0,0,0
10637,807,Lieshout,3705,7,"0,19 %",4385,3712,"84,65 %",2126,879,348,188,99,1,2,3,15,21,14,4,3,0,0,1,0,0,1,0,0,0,0,0,0
11205,694,Liesveld,5609,24,"0,43 %",6389,5633,"88,17 %",2015,1133,781,253,97,814,199,253,32,2,13,4,0,1,4,5,2,0,1,0,0,0,0,0,0
11370,418,Limmen,3504,20,"0,57 %",4065,3524,"86,69 %",1830,593,628,285,122,2,6,5,9,1,10,2,2,3,2,1,1,1,1,0,0,0,0,0,0
11376,733,Lingewaal,6382,9,"0,14 %",7447,6391,"85,82 %",2423,1951,972,345,110,292,81,131,33,8,17,6,0,2,1,3,2,5,0,0,0,0,0,0,0
10990,932,Linne,2450,7,"0,29 %",2987,2457,"82,26 %",1205,758,286,115,56,2,7,2,11,0,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0
10197,553,Lisse,13179,19,"0,14 %",15502,13198,"85,14 %",6044,2155,2540,968,396,682,120,122,46,13,37,23,17,5,4,4,2,0,1,0,0,0,0,0,0
11219,808,Lith,3756,8,"0,21 %",4451,3764,"84,57 %",2120,915,327,189,62,1,3,2,10,113,4,2,4,0,1,3,0,0,0,0,0,0,0,0,0
10422,140,Littenseradiel,6458,7,"0,11 %",7289,6465,"88,70 %",2644,1979,926,455,256,13,50,48,14,10,34,15,0,2,5,2,3,0,2,0,0,0,0,0,0
11263,262,Lochem,11928,38,"0,32 %",14023,11966,"85,33 %",3800,3972,2481,1024,419,7,45,49,37,13,32,19,13,4,8,1,3,0,1,0,0,0,0,0,0
11202,329,Loenen,5427,9,"0,17 %",6266,5436,"86,75 %",2024,1087,1327,498,163,117,80,60,33,2,17,5,8,1,3,1,0,0,0,1,0,0,0,0,0
11259,809,Loon op Zand,13059,41,"0,31 %",16122,13100,"81,26 %",6511,3456,1701,746,330,97,30,7,70,47,32,17,0,1,0,7,4,0,3,0,0,0,0,0,0
10639,330,Loosdrecht,5646,12,"0,21 %",6715,5658,"84,26 %",2036,930,1852,481,113,80,48,39,35,3,12,3,9,0,2,1,0,0,0,0,0,2,0,0,0
10333,331,Lopik,7655,17,"0,22 %",8913,7672,"86,08 %",3994,1242,859,363,113,760,67,178,42,8,15,5,0,0,4,2,1,0,1,0,1,0,0,0,0
10934,24,Loppersum,2539,6,"0,24 %",2835,2545,"89,77 %",920,861,268,140,112,12,171,28,2,3,10,2,0,0,9,0,1,0,0,0,0,0,0,0,0
11166,168,Losser,14330,37,"0,26 %",16822,14367,"85,41 %",7757,4256,1038,715,370,11,25,37,34,7,23,6,7,4,3,3,6,25,3,0,0,0,0,0,0
10011,810,Luyksgestel,1847,5,"0,27 %",2049,1852,"90,39 %",1145,357,169,97,46,8,8,2,5,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11143,811,Maarheeze,5486,13,"0,24 %",6627,5499,"82,98 %",3198,1050,768,288,103,8,4,4,20,7,6,12,1,4,3,8,1,0,1,0,0,0,0,0,0
10392,332,Maarn,3923,2,"0,05 %",4339,3925,"90,46 %",1293,697,1183,380,103,157,45,15,27,6,10,0,1,0,3,3,0,0,0,0,0,0,0,0,0
10191,333,Maarssen,22090,85,"0,38 %",27345,22175,"81,09 %",7242,5768,4858,2431,796,151,161,275,190,63,56,26,22,7,13,3,4,0,10,6,2,6,0,0,0
10691,334,Maartensdijk,5948,14,"0,24 %",6898,5962,"86,43 %",2082,1049,1254,526,189,573,58,144,35,3,18,5,4,1,2,1,1,0,0,0,2,1,0,0,0
10964,933,Maasbracht,4756,26,"0,55 %",6342,4782,"75,40 %",2476,1331,472,253,98,6,9,37,34,7,7,10,11,0,2,1,1,0,1,0,0,0,0,0,0
11352,934,Maasbree,6942,11,"0,16 %",8546,6953,"81,36 %",4551,1091,665,370,182,4,13,3,23,6,16,6,6,0,1,2,2,0,1,0,0,0,0,0,0
10341,263,Maasdriel,5332,23,"0,43 %",6420,5355,"83,41 %",2897,1373,670,225,75,11,6,8,24,23,9,0,0,4,0,4,0,3,0,0,0,0,0,0,0
10393,555,Maasland,4110,6,"0,15 %",4563,4116,"90,20 %",2499,403,650,279,75,50,61,45,30,3,7,3,0,0,2,2,0,0,1,0,0,0,0,0,0
10880,556,Maassluis,18850,71,"0,38 %",23881,18921,"79,23 %",6347,5430,3310,1891,617,204,270,258,309,80,49,23,28,5,13,8,5,0,3,0,0,0,0,0,0
10182,935,Maastricht,66307,223,"0,34 %",92410,66530,"71,99 %",23103,28005,5833,4627,3313,38,177,61,406,183,231,116,112,26,24,29,14,0,9,0,0,0,0,0,0
10258,812,Made en Drimmelen,7564,14,"0,19 %",9239,7578,"82,02 %",3398,2507,817,543,146,13,10,11,50,19,15,19,0,3,3,5,2,0,3,0,0,0,0,0,0
11243,936,Margraten,8636,24,"0,28 %",10030,8660,"86,34 %",4654,2196,863,547,260,5,32,5,16,8,21,12,8,0,3,6,0,0,0,0,0,0,0,0,0
11221,686,Mariekerke,2275,3,"0,13 %",2449,2278,"93,02 %",881,163,179,73,46,821,41,65,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11382,169,Markelo,4870,12,"0,25 %",5441,4882,"89,73 %",1680,1511,1242,267,76,20,11,26,16,4,4,4,2,1,2,2,1,0,1,0,0,0,0,0,0
10901,419,Marken,1445,5,"0,35 %",1604,1450,"90,40 %",878,240,142,106,30,2,13,15,9,0,5,0,0,2,1,1,0,1,0,0,0,0,0,0,0
11431,25,Marum,5487,12,"0,22 %",6396,5499,"85,98 %",1693,2176,844,302,147,23,170,81,9,8,8,10,0,0,11,4,1,0,0,0,0,0,0,0,0
10300,264,Maurik,3789,10,"0,26 %",4414,3799,"86,07 %",1203,1601,637,155,67,47,20,13,24,1,5,6,0,1,3,4,1,0,1,0,0,0,0,0,0
11215,420,Medemblik,3903,17,"0,44 %",4981,3920,"78,70 %",1514,1203,634,294,118,11,18,38,26,4,14,6,3,11,3,0,1,2,3,0,0,0,0,0,0
10304,26,Meeden,1232,8,"0,65 %",1365,1240,"90,84 %",238,698,95,71,64,2,26,14,6,3,2,0,0,1,9,0,1,0,2,0,0,0,0,0,0
11416,993,Meerlo-Wanssum,4278,12,"0,28 %",5216,4290,"82,25 %",2787,818,315,227,97,0,6,0,6,1,11,6,1,0,3,0,0,0,0,0,0,0,0,0,0
10494,938,Meerssen,13013,32,"0,25 %",16096,13045,"81,04 %",6322,3825,1474,803,388,10,26,3,60,22,33,26,11,2,5,1,0,0,2,0,0,0,0,0,0
10988,813,Megen c.a.,1922,5,"0,26 %",2209,1927,"87,23 %",1126,419,131,82,47,3,0,0,5,93,6,1,0,2,1,1,5,0,0,0,0,0,0,0,0
10925,941,Meijel,3196,8,"0,25 %",4019,3204,"79,72 %",2128,649,226,118,58,0,0,3,5,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0
10196,939,Melick en Herkenbosch,4676,14,"0,30 %",5739,4690,"81,72 %",2340,1279,602,297,110,3,4,4,12,0,5,12,0,3,2,1,2,0,0,0,0,0,0,0,0
11144,83,Menaldumadeel,8563,33,"0,39 %",9712,8596,"88,51 %",3003,3295,1196,591,266,12,93,57,6,8,17,2,0,3,7,3,4,0,0,0,0,0,0,0,0
11204,119,Meppel,14869,58,"0,39 %",17739,14927,"84,15 %",3960,6376,2115,1123,478,37,440,184,41,19,55,13,0,4,12,7,4,0,1,0,0,0,0,0,0
10122,687,Middelburg,23610,81,"0,34 %",29453,23691,"80,44 %",7098,7296,2877,2316,1206,1517,448,469,142,43,97,46,0,18,20,11,6,0,0,0,0,0,0,0,0
11067,559,Middelharnis,9556,20,"0,21 %",11883,9576,"80,59 %",2505,2792,1188,499,182,1880,121,324,37,5,8,6,2,1,1,2,1,0,2,0,0,0,0,0,0
11199,27,Middelstum,1858,6,"0,32 %",2069,1864,"90,09 %",777,589,120,81,60,5,135,68,0,0,6,2,0,1,11,2,1,0,0,0,0,0,0,0,0
10837,688,Middenschouwen,1637,5,"0,31 %",1925,1642,"85,30 %",605,394,310,77,22,136,35,50,3,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0
10356,28,Midwolda,2712,9,"0,33 %",3042,2721,"89,45 %",938,1267,164,86,75,3,38,90,4,1,3,3,0,27,10,1,1,0,1,0,0,0,0,0,0
10215,814,Mierlo,6222,17,"0,27 %",7300,6239,"85,47 %",3116,1451,885,497,186,7,2,2,15,29,10,7,5,1,0,3,4,0,2,0,0,0,0,0,0
10535,815,Mill en Sint Hubert,6745,15,"0,22 %",7908,6760,"85,48 %",4026,1705,532,243,137,4,4,2,8,31,35,11,1,0,1,2,2,0,1,0,0,0,0,0,0
10072,265,Millingen aan de Rijn,3248,8,"0,25 %",4008,3256,"81,24 %",1234,1489,229,194,77,0,1,8,4,0,8,1,0,0,0,2,0,0,1,0,0,0,0,0,0
11191,816,Moergestel,3824,15,"0,39 %",4477,3839,"85,75 %",2241,788,462,198,97,0,1,2,13,9,7,4,0,0,1,1,0,0,0,0,0,0,0,0,0
11383,560,Moerkapelle,2060,11,"0,53 %",2295,2071,"90,24 %",609,312,293,114,36,553,20,97,9,2,8,0,1,0,3,2,1,0,0,0,0,0,0,0,0
10983,423,Monnickendam,6141,20,"0,33 %",7450,6161,"82,70 %",1863,1733,1325,748,297,5,33,22,54,7,19,9,5,11,5,2,1,1,1,0,0,0,0,0,0
10019,562,Monster,11722,37,"0,32 %",14595,11759,"80,57 %",6290,1867,1627,667,224,494,204,111,147,11,30,20,11,2,6,9,1,0,1,0,0,0,0,0,0
10033,335,Montfoort,7474,18,"0,24 %",8712,7492,"86,00 %",3632,1176,1258,549,224,428,55,70,43,7,10,13,3,0,2,3,1,0,0,0,0,0,0,0,0
10266,943,Montfort,1881,12,"0,64 %",2387,1893,"79,30 %",1063,506,192,74,31,0,2,2,6,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
10271,944,Mook en Middelaar,4491,14,"0,31 %",5374,4505,"83,83 %",1924,1131,737,448,179,5,12,3,12,17,11,4,6,1,1,0,0,0,0,0,0,0,0,0,0
10120,563,Moordrecht,4004,21,"0,52 %",5113,4025,"78,72 %",1251,1161,692,411,115,215,35,46,51,8,10,4,0,2,0,2,0,0,0,0,1,0,0,0,0
10958,424,Muiden,4391,10,"0,23 %",5109,4401,"86,14 %",1341,1106,1060,593,161,25,30,10,26,4,26,3,1,2,2,0,0,1,0,0,0,0,0,0,0
10550,29,Muntendam,3227,17,"0,53 %",3738,3244,"86,78 %",340,2250,239,139,138,7,31,29,4,17,7,5,0,6,10,5,0,0,0,0,0,0,0,0,0
11418,565,Naaldwijk,17046,53,"0,31 %",20143,17099,"84,89 %",10152,2305,2636,953,284,184,126,148,145,12,53,14,7,2,6,11,2,0,6,0,0,0,0,0,0
10187,425,Naarden,10556,7,"0,07 %",12633,10563,"83,61 %",3078,1953,3693,1144,310,82,90,53,64,6,37,9,25,5,1,2,2,2,0,0,0,0,0,0,0
10715,426,Nederhorst den Berg,3302,7,"0,21 %",3850,3309,"85,95 %",1320,737,741,249,128,17,28,11,24,25,17,0,2,1,0,0,0,1,1,0,0,0,0,0,0
10050,643,Nederlek,9282,31,"0,33 %",10945,9313,"85,09 %",2238,3232,1767,834,235,684,74,77,73,15,21,7,8,1,6,5,3,0,1,0,1,0,0,0,0
10681,946,Nederweert,9290,37,"0,40 %",11540,9327,"80,82 %",5640,2418,703,321,132,2,9,5,26,8,10,11,3,1,0,0,1,0,0,0,0,0,0,0,0
10367,266,Neede,7402,26,"0,35 %",8443,7428,"87,98 %",2811,2903,941,383,143,12,102,45,22,3,8,7,0,3,1,3,2,11,2,0,0,0,0,0,0
10682,947,Neer,2031,7,"0,34 %",2628,2038,"77,55 %",1221,460,163,71,94,1,4,1,8,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0
10125,304,Neerijnen,6687,33,"0,49 %",7799,6720,"86,16 %",2177,2196,1020,311,125,689,54,42,45,2,12,3,0,1,1,3,0,5,1,0,0,0,0,0,0
10923,412,Niedorp,4836,20,"0,41 %",5888,4856,"82,47 %",1789,1533,821,383,235,3,6,4,10,10,25,2,3,7,1,0,2,2,0,0,0,0,0,0,0
10950,30,Nieuwe Pekela,3220,13,"0,40 %",3814,3233,"84,77 %",838,1642,302,116,144,23,32,72,8,2,5,3,0,17,13,1,1,0,1,0,0,0,0,0,0
10374,356,Nieuwegein,32395,22,"0,07 %",41634,32417,"77,86 %",10762,9422,5898,3566,1317,260,308,187,335,148,73,42,28,13,10,2,3,0,9,1,6,5,0,0,0
10855,567,Nieuwerkerk aan den IJssel,11124,24,"0,22 %",13304,11148,"83,79 %",3396,2736,2564,1145,278,494,188,135,103,16,28,14,10,3,5,2,6,0,1,0,0,0,0,0,0
10008,31,Nieuweschans,1138,4,"0,35 %",1315,1142,"86,84 %",84,828,85,37,56,1,0,2,6,0,2,0,0,33,1,1,2,0,0,0,0,0,0,0,0
10406,817,Nieuw-Ginneken,7698,21,"0,27 %",9063,7719,"85,17 %",3796,1591,1422,604,155,3,15,11,46,8,22,9,0,2,4,7,2,0,1,0,0,0,0,0,0
10728,569,Nieuwkoop,6407,35,"0,55 %",7813,6442,"82,45 %",2983,1112,1241,518,189,131,27,129,22,5,27,11,4,5,2,1,0,0,0,0,0,0,0,0,0
10547,571,Nieuw-Lekkerland,5106,12,"0,24 %",5905,5118,"86,67 %",1251,1551,371,303,71,1193,145,154,30,11,14,3,1,4,3,0,0,0,1,0,0,0,0,0,0
10384,170,Nieuwleusen,5174,13,"0,25 %",5996,5187,"86,51 %",2469,1180,604,238,56,175,334,83,13,2,7,6,2,0,2,2,0,0,1,0,0,0,0,0,0
10126,32,Nieuwolda,1085,6,"0,55 %",1227,1091,"88,92 %",226,590,151,37,40,0,14,8,3,1,8,0,0,4,3,0,0,0,0,0,0,0,0,0,0
10487,573,Nieuwveen,2069,3,"0,14 %",2715,2072,"76,32 %",1229,228,309,138,65,43,9,25,9,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10401,818,Nieuw-Vossemeer,1461,8,"0,55 %",1761,1469,"83,42 %",597,606,138,71,24,0,3,1,10,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0
10768,104,Nijefurd,6798,25,"0,37 %",7732,6823,"88,24 %",3452,1787,647,374,288,16,79,104,11,7,14,8,0,0,5,2,4,0,0,0,0,0,0,0,0
10774,121,Nijeveen,1927,5,"0,26 %",2113,1932,"91,43 %",912,479,297,144,18,6,39,22,1,1,4,0,0,2,1,0,0,0,1,0,0,0,0,0,0
10446,267,Nijkerk,15543,46,"0,30 %",18221,15589,"85,56 %",7357,3034,1734,921,235,1048,458,598,86,5,32,9,7,3,3,5,5,0,3,0,0,0,0,0,0
11209,268,Nijmegen,88214,286,"0,32 %",114090,88500,"77,57 %",24636,35687,6763,8543,9498,63,269,125,576,1208,432,176,0,24,26,105,18,48,17,0,0,0,0,0,0
10094,819,Nistelrode,4216,16,"0,38 %",5092,4232,"83,11 %",2611,1010,261,169,59,1,3,1,5,85,8,0,0,0,0,1,0,0,2,0,0,0,0,0,0
10924,529,Noorder-Koggenland,5845,21,"0,36 %",6835,5866,"85,82 %",1842,1557,1427,461,243,83,42,76,39,9,27,9,6,8,4,1,6,5,0,0,0,0,0,0,0
10144,171,Noordoostpolder,23587,60,"0,25 %",27162,23647,"87,06 %",10374,5912,3213,1549,584,435,765,534,97,13,37,19,0,5,27,5,7,0,11,0,0,0,0,0,0
10769,575,Noordwijk,14865,35,"0,24 %",18580,14900,"80,19 %",6084,3162,3409,1050,668,88,93,114,77,21,37,21,24,3,6,5,2,0,1,0,0,0,0,0,0
11134,576,Noordwijkerhout,9207,35,"0,38 %",11095,9242,"83,30 %",4691,1449,1941,648,316,10,28,12,37,10,28,16,5,3,3,7,3,0,0,0,0,0,0,0,0
10601,577,Nootdorp,4069,13,"0,32 %",4918,4082,"83,00 %",2286,506,748,293,110,19,22,16,37,2,17,2,5,0,3,2,1,0,0,0,0,0,0,0,0
10608,120,Norg,4328,13,"0,30 %",5092,4341,"85,25 %",827,1641,1143,404,153,6,53,26,26,1,11,5,0,2,28,0,2,0,0,0,0,0,0,0,0
10761,820,Nuenen c.a.,12789,19,"0,15 %",15030,12808,"85,22 %",5943,2598,2139,1411,491,20,54,14,40,31,22,15,7,0,0,2,0,0,2,0,0,0,0,0,0
10118,821,Nuland,2760,11,"0,40 %",3372,2771,"82,18 %",1718,585,180,160,42,1,1,0,12,49,5,2,1,0,1,2,1,0,0,0,0,0,0,0,0
10512,302,Nunspeet,15951,25,"0,16 %",17723,15976,"90,14 %",6370,2094,1999,633,193,3070,275,1198,52,9,18,10,12,4,8,4,2,0,0,0,0,0,0,0,0
10104,951,Nuth,11261,46,"0,41 %",13145,11307,"86,02 %",5709,3519,896,596,344,5,29,9,43,35,21,27,7,4,4,1,9,0,3,0,0,0,0,0,0
11338,429,Obdam,3668,11,"0,30 %",4213,3679,"87,32 %",2055,585,552,282,147,2,3,6,10,3,9,5,1,2,3,0,1,2,0,0,0,0,0,0,0
11320,122,Odoorn,8325,41,"0,49 %",9525,8366,"87,83 %",1789,4272,1344,461,170,10,108,96,23,8,11,7,0,12,13,0,1,0,0,0,0,0,0,0,0
10360,822,Oeffelt,1446,5,"0,35 %",1678,1451,"86,47 %",821,375,118,82,36,0,3,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10287,579,Oegstgeest,11674,31,"0,27 %",13675,11705,"85,59 %",3753,2239,3223,1470,485,59,191,62,47,20,69,15,29,5,3,0,1,0,3,0,0,0,0,0,0
10420,953,Ohe en Laak,558,4,"0,72 %",658,562,"85,41 %",355,100,69,17,9,2,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
10225,823,Oirschot,7223,17,"0,24 %",8601,7240,"84,18 %",4228,1638,698,417,149,1,7,3,16,29,19,4,4,0,3,2,1,0,4,0,0,0,0,0,0
10103,824,Oisterwijk,11456,37,"0,32 %",13799,11493,"83,29 %",4937,3250,1804,845,405,7,32,17,73,25,39,9,0,2,5,4,1,0,1,0,0,0,0,0,0
11106,269,Oldebroek,13020,50,"0,38 %",15132,13070,"86,37 %",4887,2685,920,397,124,1963,412,1550,35,2,10,6,3,7,10,5,1,0,3,0,0,0,0,0,0
10298,35,Oldehove,1543,3,"0,19 %",1715,1546,"90,15 %",540,361,201,81,40,6,257,40,1,3,3,1,0,3,5,1,0,0,0,0,0,0,0,0,0
11332,36,Oldekerk,1561,0,"0,00 %",1775,1561,"87,94 %",737,392,209,78,28,12,78,17,1,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0
11100,173,Oldenzaal,19129,55,"0,29 %",21828,19184,"87,89 %",9678,5395,1845,1369,505,7,48,29,90,44,47,14,15,3,5,7,7,21,0,0,0,0,0,0,0
10409,174,Olst,6049,10,"0,17 %",6886,6059,"87,99 %",2306,2147,998,342,142,36,18,11,14,4,16,2,0,3,3,5,0,1,1,0,0,0,0,0,0
11069,175,Ommen,12056,27,"0,22 %",13049,12083,"92,60 %",6547,2057,1209,593,198,76,1136,168,24,2,17,6,8,0,7,6,2,0,0,0,0,0,0,0,0
10492,881,Onderbanken,5138,28,"0,54 %",6237,5166,"82,83 %",2493,1825,298,231,138,10,12,11,35,23,26,8,13,3,5,4,3,0,0,0,0,0,0,0,0
10220,825,Oost- West- en Middelbeers,3098,12,"0,39 %",3601,3110,"86,36 %",1997,554,283,157,88,2,1,0,5,2,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0
10782,692,Oostburg,11253,35,"0,31 %",13967,11288,"80,82 %",3725,4054,2209,571,237,165,91,82,37,2,32,16,0,9,12,5,4,0,2,0,0,0,0,0,0
11282,33,Oosterbroek,3389,5,"0,15 %",3788,3394,"89,60 %",443,2016,447,181,146,2,90,11,14,5,9,2,0,10,11,1,0,0,1,0,0,0,0,0,0
10490,123,Oosterhesselen,3328,14,"0,42 %",3650,3342,"91,56 %",976,1344,549,181,81,11,87,67,10,7,6,1,0,2,3,0,0,0,3,0,0,0,0,0,0
11280,826,Oosterhout,27959,73,"0,26 %",35694,28032,"78,53 %",10121,9672,4323,2481,633,32,64,69,205,58,198,42,0,11,13,17,12,0,8,0,0,0,0,0,0
10714,580,Oostflakkee,6084,13,"0,21 %",7131,6097,"85,50 %",1998,2131,627,284,104,694,55,109,42,5,15,7,2,2,2,3,3,0,1,0,0,0,0,0,0
10836,85,Ooststellingwerf,16077,58,"0,36 %",18690,16135,"86,33 %",4318,7415,2138,890,634,69,325,126,40,8,65,11,0,8,17,8,5,0,0,0,0,0,0,0,0
11303,431,Oostzaan,4824,22,"0,46 %",5785,4846,"83,77 %",892,1805,1012,477,448,27,9,47,54,4,18,10,1,11,1,2,4,2,0,0,0,0,0,0,0
11079,176,Ootmarsum,3086,6,"0,19 %",3227,3092,"95,82 %",2066,488,293,148,56,3,5,3,4,3,5,2,6,0,1,1,0,2,0,0,0,0,0,0,0
